"","publisher","date","type","XY","wqual","qual","freq"
"3525","NRC Handelsblad","1-3-2021","PS","SP_society",0,0,1
"3526","NRC Handelsblad","10-2-2021","PS","SGP_society",1,1,1
"3527","NRC Handelsblad","10-3-2021","PM","PVV_media",-2,-1,2
"3528","NRC Handelsblad","10-3-2021","PS","BIJ1_society",1,1,1
"3529","NRC Handelsblad","10-3-2021","PS","DENK_society",1,1,1
"3530","NRC Handelsblad","10-3-2021","PS","NIDA_society",1,1,1
"3531","NRC Handelsblad","11-3-2021","PC","CU_politics",-1,-1,1
"3532","NRC Handelsblad","11-3-2021","PC","D66_politics",-1,-1,1
"3533","NRC Handelsblad","11-3-2021","PC","FvD_politics",3,1,3
"3534","NRC Handelsblad","11-3-2021","PC","PVV_politics",2,1,2
"3535","NRC Handelsblad","11-3-2021","PC","VVD_politics",1,1,1
"3536","NRC Handelsblad","11-3-2021","PS","CDA_society",1,1,1
"3537","NRC Handelsblad","12-3-2021","PC","PvdD_politics",1,1,1
"3538","NRC Handelsblad","12-3-2021","PM","CDA_media",0,0,1
"3539","NRC Handelsblad","15-3-2021","PM","VVD_media",-1,-1,1
"3540","NRC Handelsblad","16-3-2021","PM","PVV_media",-1,-1,1
"3541","NRC Handelsblad","16-3-2021","PM","PvdA_media",-1,-1,1
"3542","NRC Handelsblad","17-2-2021","PC","PVV_politics",-2,-1,2
"3543","NRC Handelsblad","17-2-2021","PS","PVV_society",-2,-1,2
"3544","NRC Handelsblad","18-2-2021","PC","D66_politics",0,0,1
"3545","NRC Handelsblad","2-2-2021","PC","CDA_politics",0,0,1
"3546","NRC Handelsblad","2-3-2021","PC","D66_politics",-1,-0.5,2
"3547","NRC Handelsblad","2-3-2021","PM","CU_media",1,1,1
"3548","NRC Handelsblad","22-2-2021","PS","VVD_society",-2,-1,2
"3549","NRC Handelsblad","25-2-2021","PC","PvdA_politics",1,1,1
"3550","NRC Handelsblad","27-2-2021","PS","BIJ1_society",1,1,1
"3551","NRC Handelsblad","27-2-2021","PS","DENK_society",1,1,1
"3552","NRC Handelsblad","3-3-2021","PC","D66_politics",-1,-0.5,2
"3553","NRC Handelsblad","4-2-2021","PC","CDA_politics",-2,-0.666666666666667,3
"3554","NRC Handelsblad","4-2-2021","PC","D66_politics",-1,-0.5,2
"3555","NRC Handelsblad","4-2-2021","PS","CodeOranje_society",2,1,2
"3556","NRC Handelsblad","4-3-2021","PS","VVD_society",1,0.5,2
"3557","NRC Handelsblad","5-2-2021","PC","CDA_politics",0,0,2
"3558","NRC Handelsblad","5-3-2021","PC","VVD_politics",-2,-1,2
"3559","NRC Handelsblad","5-3-2021","PM","FvD_media",-1,-1,1
"3560","NRC Handelsblad","5-3-2021","PM","PVV_media",0,0,1
"3561","NRC Handelsblad","5-3-2021","PM","VVD_media",0,0,1
"3562","NRC Handelsblad","5-3-2021","PS","D66_society",-1,-1,1
"3563","NRC Handelsblad","8-3-2021","PM","CDA_media",0,0,1
"3564","NRC Handelsblad","8-3-2021","PM","D66_media",0,0,1
"3565","NRC Handelsblad","8-3-2021","PM","GroenLinks_media",0,0,1
"3566","NRC Handelsblad","8-3-2021","PM","PvdA_media",0,0,1
"3567","NRC Handelsblad","9-2-2021","PC","GroenLinks_politics",0,0,1
"3568","NRC Handelsblad","9-2-2021","PS","GroenLinks_society",1,1,1
"3569","NRC Handelsblad","9-2-2021","PS","VVD_society",0,0,1
"3570","NU.nl","12-2-2021","PC","GroenLinks_politics",-1,-1,1
"3571","NU.nl","12-2-2021","PC","VVD_politics",1,1,1
"3572","NU.nl","13-3-2021","PS","50Plus_society",1,1,1
"3573","NU.nl","13-3-2021","PS","CDA_society",1,1,1
"3574","NU.nl","13-3-2021","PS","D66_society",1,1,1
"3575","NU.nl","13-3-2021","PS","GroenLinks_society",1,1,1
"3576","NU.nl","13-3-2021","PS","PvdA_society",1,1,1
"3577","NU.nl","13-3-2021","PS","PvdD_society",1,1,1
"3578","NU.nl","13-3-2021","PS","SP_society",1,1,1
"3579","NU.nl","13-3-2021","PS","VVD_society",1,1,1
"3580","NU.nl","14-3-2021","PC","CDA_politics",-1,-1,1
"3581","NU.nl","15-3-2021","PM","CDA_media",0,0,1
"3582","NU.nl","15-3-2021","PM","D66_media",0,0,1
"3583","NU.nl","15-3-2021","PM","DENK_media",0,0,2
"3584","NU.nl","15-3-2021","PM","FvD_media",-2,-1,2
"3585","NU.nl","15-3-2021","PM","GroenLinks_media",0,0,1
"3586","NU.nl","15-3-2021","PM","PVV_media",0,0,1
"3587","NU.nl","15-3-2021","PM","SP_media",0,0,1
"3588","NU.nl","15-3-2021","PM","VVD_media",0,0,1
"3589","NU.nl","2-3-2021","PS","D66_society",-1,-1,1
"3590","NU.nl","23-2-2021","PS","50Plus_society",1,1,1
"3591","NU.nl","23-2-2021","PS","CU_society",1,1,1
"3592","NU.nl","23-2-2021","PS","DENK_society",1,1,1
"3593","NU.nl","23-2-2021","PS","VVD_society",1,1,1
"3594","NU.nl","25-2-2021","PC","CDA_politics",-1,-1,1
"3595","NU.nl","25-2-2021","PC","PvdA_politics",0,0,2
"3596","NU.nl","25-2-2021","PM","CDA_media",0,0,1
"3597","NU.nl","25-2-2021","PM","D66_media",0,0,1
"3598","NU.nl","25-2-2021","PM","GroenLinks_media",0,0,1
"3599","NU.nl","25-2-2021","PM","PVV_media",0,0,1
"3600","NU.nl","25-2-2021","PM","SP_media",0,0,1
"3601","NU.nl","25-2-2021","PM","VVD_media",0,0,1
"3602","NU.nl","3-3-2021","PM","VVD_media",1,1,1
"3603","NU.nl","3-3-2021","PS","CDA_society",-1,-1,1
"3604","NU.nl","3-3-2021","PS","VVD_society",-2,-1,2
"3605","NU.nl","4-3-2021","PM","VVD_media",1,1,1
"3606","NU.nl","6-2-2021","PS","CDA_society",0,0,1
"3607","NU.nl","6-2-2021","PS","VVD_society",0,0,2
"3608","NU.nl","7-3-2021","PC","CU_politics",-1,-1,1
"3609","NU.nl","8-3-2021","PS","GroenLinks_society",0.25,1,0.25
"3610","NU.nl","8-3-2021","PS","PvdA_society",0.25,1,0.25
"3611","NU.nl","8-3-2021","PS","PvdD_society",0.25,1,0.25
"3612","NU.nl","8-3-2021","PS","SP_society",0.25,1,0.25
"3613","NU.nl","9-2-2021","PC","D66_politics",-1,-1,1
"3614","NU.nl","9-3-2021","PM","PVV_media",-1,-1,1
"3615","Nieuwsuur","11-3-2021","PS","PVV_society",-1,-1,1
"3616","Nieuwsuur","2-3-2021","PM","50Plus_media",0,0,1
"3617","Nieuwsuur","2-3-2021","PM","CU_media",0,0,1
"3618","Nieuwsuur","2-3-2021","PM","FvD_media",0,0,1
"3619","Nieuwsuur","2-3-2021","PM","PvdA_media",0,0,1
"3620","Nieuwsuur","2-3-2021","PM","PvdD_media",0,0,2
"3621","Nieuwsuur","2-3-2021","PM","SGP_media",0,0,1
"3622","Nieuwsuur","2-3-2021","PM","SP_media",0,0,1
"3623","Nieuwsuur","2-3-2021","PS","PvdD_society",0,0,1
"3624","Nieuwsuur","24-2-2021","PM","DENK_media",-1,-1,1
"3625","Nieuwsuur","3-3-2021","PC","CU_politics",-1,-1,1
"3626","Nieuwsuur","3-3-2021","PM","50Plus_media",0,0,1
"3627","Nieuwsuur","3-3-2021","PM","CU_media",0,0,1
"3628","Nieuwsuur","3-3-2021","PM","FvD_media",0,0,1
"3629","Nieuwsuur","3-3-2021","PM","PvdD_media",0,0,1
"3630","Nieuwsuur","3-3-2021","PM","SGP_media",0,0,1
"3631","Nieuwsuur","4-3-2021","PC","PvdA_politics",-2,-1,2
"3632","Nieuwsuur","5-3-2021","PC","SP_politics",1,1,1
"3633","Nieuwsuur","5-3-2021","PM","50Plus_media",0,0,1
"3634","Nieuwsuur","5-3-2021","PM","CU_media",0,0,1
"3635","Nieuwsuur","5-3-2021","PM","FvD_media",0,0,1
"3636","Nieuwsuur","5-3-2021","PM","PvdA_media",0,0,1
"3637","Nieuwsuur","5-3-2021","PM","PvdD_media",0,0,1
"3638","Nieuwsuur","5-3-2021","PM","SGP_media",0,0,1
"3639","Nieuwsuur","5-3-2021","PM","SP_media",0,0,1
"3640","Nieuwsuur","9-3-2021","PM","PVV_media",-4,-1,4
"3641","Trouw","1-2-2021","PC","PVV_politics",-1,-1,1
"3642","Trouw","1-3-2021","PS","CDA_society",-1,-1,1
"3643","Trouw","1-3-2021","PS","CU_society",1,1,1
"3644","Trouw","1-3-2021","PS","D66_society",2,1,2
"3645","Trouw","1-3-2021","PS","VVD_society",-1,-1,1
"3646","Trouw","10-2-2021","PC","CU_politics",-2,-1,2
"3647","Trouw","10-2-2021","PC","GroenLinks_politics",0,0,2
"3648","Trouw","10-2-2021","PC","PvdA_politics",0,0,2
"3649","Trouw","10-2-2021","PC","SP_politics",0,0,2
"3650","Trouw","10-3-2021","PM","FvD_media",-1,-1,1
"3651","Trouw","11-2-2021","PC","PvdA_politics",0,0,1
"3652","Trouw","11-3-2021","PC","PvdD_politics",1,0.5,2
"3653","Trouw","11-3-2021","PM","PVV_media",-1,-0.5,2
"3654","Trouw","13-3-2021","PC","CDA_politics",-2,-1,2
"3655","Trouw","13-3-2021","PC","PVV_politics",1,1,1
"3656","Trouw","13-3-2021","PC","SP_politics",-1,-1,1
"3657","Trouw","13-3-2021","PC","VVD_politics",1,1,1
"3658","Trouw","13-3-2021","PM","CDA_media",-1,-1,1
"3659","Trouw","13-3-2021","PM","CU_media",1,1,1
"3660","Trouw","13-3-2021","PM","D66_media",1,1,1
"3661","Trouw","13-3-2021","PM","PvdA_media",1,1,1
"3662","Trouw","13-3-2021","PM","SGP_media",1,1,1
"3663","Trouw","13-3-2021","PM","VVD_media",1,1,1
"3664","Trouw","13-3-2021","PS","VVD_society",0,0,1
"3665","Trouw","15-3-2021","PC","CDA_politics",-1,-1,1
"3666","Trouw","15-3-2021","PC","D66_politics",-1,-1,1
"3667","Trouw","15-3-2021","PC","VVD_politics",-1,-1,1
"3668","Trouw","15-3-2021","PM","NIDA_media",-1,-1,1
"3669","Trouw","15-3-2021","PS","NIDA_society",1,1,1
"3670","Trouw","16-3-2021","PS","CDA_society",0,0,1
"3671","Trouw","17-2-2021","PS","VVD_society",0,0,2
"3672","Trouw","18-2-2021","PC","D66_politics",-1,-1,1
"3673","Trouw","19-2-2021","PC","50Plus_politics",1,1,1
"3674","Trouw","19-2-2021","PC","CDA_politics",1,1,1
"3675","Trouw","19-2-2021","PC","CU_politics",1,1,1
"3676","Trouw","19-2-2021","PC","D66_politics",1,1,1
"3677","Trouw","19-2-2021","PC","GroenLinks_politics",1,1,1
"3678","Trouw","19-2-2021","PC","PvdA_politics",1,1,1
"3679","Trouw","19-2-2021","PC","SP_politics",1,1,1
"3680","Trouw","19-2-2021","PC","VVD_politics",1,1,1
"3681","Trouw","2-3-2021","PM","CDA_media",0,0,1
"3682","Trouw","26-2-2021","PC","SP_politics",2,1,2
"3683","Trouw","27-2-2021","PC","VVD_politics",2,1,2
"3684","Trouw","27-2-2021","PS","GroenLinks_society",1,1,1
"3685","Trouw","3-3-2021","PC","VVD_politics",1,1,1
"3686","Trouw","4-2-2021","PS","PVV_society",0,0,1
"3687","Trouw","4-2-2021","PS","VVD_society",0,0,1
"3688","Trouw","4-3-2021","PC","PvdA_politics",1,1,1
"3689","Trouw","6-2-2021","PS","PvdA_society",2,1,2
"3690","Trouw","6-3-2021","PM","CDA_media",0,0,1
"3691","Trouw","6-3-2021","PM","PvdA_media",0,0,1
"3692","Trouw","6-3-2021","PM","SP_media",0,0,1
"3693","Trouw","6-3-2021","PM","VVD_media",0,0,1
"3694","Trouw","8-2-2021","PS","CDA_society",0,0,2
"3695","Trouw","8-2-2021","PS","VVD_society",0,0,2
"3696","Trouw","8-3-2021","PC","parlement_party",-1,-1,1
"3697","Algemeen Dagblad","1-3-2021","PP","GroenLinks_PVV",-1,-1,1
"3698","Algemeen Dagblad","1-3-2021","PP","GroenLinks_VVD",0,0,1
"3699","Algemeen Dagblad","10-3-2021","PP","50Plus_50Plus",-3,-1,3
"3700","Algemeen Dagblad","10-3-2021","PP","CDA_PVV",0,0,2
"3701","Algemeen Dagblad","10-3-2021","PP","PVV_FvD",0,0,2
"3702","Algemeen Dagblad","10-3-2021","PP","PVV_PVV",1,1,1
"3703","Algemeen Dagblad","10-3-2021","PP","PVV_VVD",-1,-1,1
"3704","Algemeen Dagblad","10-3-2021","PP","VVD_PVV",1,0.333333333333333,3
"3705","Algemeen Dagblad","11-3-2021","PP","CDA_CDA",1,0.5,2
"3706","Algemeen Dagblad","11-3-2021","PP","PVV_VVD",0,0,2
"3707","Algemeen Dagblad","12-2-2021","PP","D66_FvD",-1,-1,1
"3708","Algemeen Dagblad","12-2-2021","PP","GroenLinks_D66",1,1,1
"3709","Algemeen Dagblad","12-2-2021","PP","GroenLinks_FvD",-1,-1,1
"3710","Algemeen Dagblad","12-2-2021","PP","VVD_FvD",-1,-1,1
"3711","Algemeen Dagblad","12-3-2021","PP","GroenLinks_VVD",-3,-1,3
"3712","Algemeen Dagblad","12-3-2021","PP","SP_CDA",-2,-1,2
"3713","Algemeen Dagblad","13-2-2021","PP","CDA_FvD",-4,-1,4
"3714","Algemeen Dagblad","13-2-2021","PP","CDA_PVV",-2,-1,2
"3715","Algemeen Dagblad","13-2-2021","PP","VVD_FvD",-2,-1,2
"3716","Algemeen Dagblad","13-3-2021","PP","VVD_GroenLinks",-0.25,-1,0.25
"3717","Algemeen Dagblad","13-3-2021","PP","VVD_PvdA",-0.25,-1,0.25
"3718","Algemeen Dagblad","13-3-2021","PP","VVD_PvdD",-0.25,-1,0.25
"3719","Algemeen Dagblad","13-3-2021","PP","VVD_SP",-0.25,-1,0.25
"3720","Algemeen Dagblad","13-3-2021","PP","VVD_VVD",-1,-1,1
"3721","Algemeen Dagblad","15-2-2021","PP","PVV_PVV",2,1,2
"3722","Algemeen Dagblad","16-3-2021","PP","PVV_VVD",-4,-0.666666666666667,6
"3723","Algemeen Dagblad","16-3-2021","PP","VVD_PVV",-3,-0.75,4
"3724","Algemeen Dagblad","16-3-2021","PP","VVD_VVD",-1,-1,1
"3725","Algemeen Dagblad","17-2-2021","PP","PvdA_PvdA",4,1,4
"3726","Algemeen Dagblad","18-2-2021","PP","GroenLinks_D66",2,1,2
"3727","Algemeen Dagblad","18-2-2021","PP","GroenLinks_FvD",-0.25,-1,0.25
"3728","Algemeen Dagblad","18-2-2021","PP","GroenLinks_GroenLinks",0.25,1,0.25
"3729","Algemeen Dagblad","18-2-2021","PP","GroenLinks_JA21",-0.25,-1,0.25
"3730","Algemeen Dagblad","18-2-2021","PP","GroenLinks_PVV",-0.25,-1,0.25
"3731","Algemeen Dagblad","18-2-2021","PP","GroenLinks_PvdA",0.25,1,0.25
"3732","Algemeen Dagblad","18-2-2021","PP","GroenLinks_PvdD",0.25,1,0.25
"3733","Algemeen Dagblad","18-2-2021","PP","GroenLinks_SP",0.25,1,0.25
"3734","Algemeen Dagblad","18-2-2021","PP","GroenLinks_VVD",-0.25,-1,0.25
"3735","Algemeen Dagblad","19-2-2021","PP","FvD_FvD",-1,-1,1
"3736","Algemeen Dagblad","26-2-2021","PP","PvdD_PVV",-1,-1,1
"3737","Algemeen Dagblad","27-2-2021","PP","CDA_VVD",-1,-1,1
"3738","Algemeen Dagblad","27-2-2021","PP","VVD_CDA",-1,-1,1
"3739","Algemeen Dagblad","3-3-2021","PP","D66_CU",1,1,1
"3740","Algemeen Dagblad","5-2-2021","PP","CDA_VVD",0,0,1
"3741","Algemeen Dagblad","5-3-2021","PP","GroenLinks_SP",0,0,1
"3742","Algemeen Dagblad","5-3-2021","PP","SP_GroenLinks",0,0,1
"3743","Algemeen Dagblad","6-2-2021","PP","VVD_CDA",0,0,2
"3744","Algemeen Dagblad","6-3-2021","PP","CDA_CDA",3,1,3
"3745","Algemeen Dagblad","6-3-2021","PP","CDA_GroenLinks",-0.25,-1,0.25
"3746","Algemeen Dagblad","6-3-2021","PP","CDA_PvdA",-0.25,-1,0.25
"3747","Algemeen Dagblad","6-3-2021","PP","CDA_PvdD",-0.25,-1,0.25
"3748","Algemeen Dagblad","6-3-2021","PP","CDA_SP",-0.25,-1,0.25
"3749","Algemeen Dagblad","6-3-2021","PP","CDA_VVD",-2,-1,2
"3750","Algemeen Dagblad","6-3-2021","PP","CU_VVD",-1,-1,1
"3751","Algemeen Dagblad","6-3-2021","PP","D66_VVD",-1,-1,1
"3752","Algemeen Dagblad","6-3-2021","PP","VVD_CU",-1,-1,1
"3753","Algemeen Dagblad","6-3-2021","PP","VVD_D66",-1,-1,1
"3754","Algemeen Dagblad","9-3-2021","PP","CU_CDA",-4,-1,4
"3755","Algemeen Dagblad","9-3-2021","PP","CU_SGP",-1,-1,1
"3756","Algemeen Dagblad","9-3-2021","PP","PVV_PVV",1,1,1
"3757","Algemeen Dagblad","9-3-2021","PP","PvdD_SGP",-1,-1,1
"3758","Algemeen Dagblad","9-3-2021","PP","SGP_PvdD",-1,-1,1
"3759","De Telegraaf","10-2-2021","PP","VVD_D66",-1,-1,1
"3760","De Telegraaf","10-3-2021","PP","50Plus_50Plus",-1,-1,1
"3761","De Telegraaf","10-3-2021","PP","D66_PvdA",1,0.5,2
"3762","De Telegraaf","10-3-2021","PP","GroenLinks_PvdA",1,1,1
"3763","De Telegraaf","10-3-2021","PP","PvdA_D66",1,0.5,2
"3764","De Telegraaf","10-3-2021","PP","VVD_CDA",1,1,1
"3765","De Telegraaf","11-3-2021","PP","50Plus_50Plus",-2,-1,2
"3766","De Telegraaf","11-3-2021","PP","CDA_CDA",-1,-1,1
"3767","De Telegraaf","11-3-2021","PP","VVD_CDA",0,0,2
"3768","De Telegraaf","12-2-2021","PP","CDA_SP",1,1,1
"3769","De Telegraaf","12-2-2021","PP","SP_CDA",1,1,1
"3770","De Telegraaf","12-3-2021","PP","CDA_FvD",1,0.25,4
"3771","De Telegraaf","12-3-2021","PP","SP_GroenLinks",1,1,1
"3772","De Telegraaf","12-3-2021","PP","SP_PvdA",1,1,1
"3773","De Telegraaf","12-3-2021","PP","SP_SP",2,1,2
"3774","De Telegraaf","12-3-2021","PP","SP_VVD",5,0.555555555555556,9
"3775","De Telegraaf","13-2-2021","PP","D66_FvD",0,0,2
"3776","De Telegraaf","13-3-2021","PP","CDA_CDA",-1,-1,1
"3777","De Telegraaf","13-3-2021","PP","VVD_PVV",-1,-1,1
"3778","De Telegraaf","15-2-2021","PP","VVD_FvD",-2,-1,2
"3779","De Telegraaf","15-2-2021","PP","VVD_PVV",-2,-1,2
"3780","De Telegraaf","15-3-2021","PP","CDA_D66",-1,-1,1
"3781","De Telegraaf","15-3-2021","PP","CDA_PVV",-2,-1,2
"3782","De Telegraaf","15-3-2021","PP","D66_PVV",-1,-1,1
"3783","De Telegraaf","15-3-2021","PP","GroenLinks_PVV",-1,-1,1
"3784","De Telegraaf","15-3-2021","PP","SP_PVV",-1,-1,1
"3785","De Telegraaf","16-2-2021","PP","VVD_FvD",-2,-1,2
"3786","De Telegraaf","16-2-2021","PP","VVD_PVV",-2,-1,2
"3787","De Telegraaf","18-2-2021","PP","JA21_GroenLinks",-2,-1,2
"3788","De Telegraaf","18-2-2021","PP","JA21_VVD",-2,-1,2
"3789","De Telegraaf","2-3-2021","PP","CDA_CDA",0,0,2
"3790","De Telegraaf","20-2-2021","PP","CDA_CDA",-1,-1,1
"3791","De Telegraaf","20-2-2021","PP","D66_D66",1,1,1
"3792","De Telegraaf","20-2-2021","PP","VVD_VVD",-1,-1,1
"3793","De Telegraaf","22-2-2021","PP","PVV_VVD",2,1,2
"3794","De Telegraaf","22-2-2021","PP","VVD_PVV",2,1,2
"3795","De Telegraaf","23-2-2021","PP","SP_SP",-2,-1,2
"3796","De Telegraaf","27-2-2021","PP","FvD_VVD",-2,-1,2
"3797","De Telegraaf","27-2-2021","PP","VVD_FvD",-2,-1,2
"3798","De Telegraaf","3-2-2021","PP","GroenLinks_GroenLinks",-1,-1,1
"3799","De Telegraaf","5-2-2021","PP","CU_D66",1,1,1
"3800","De Telegraaf","5-2-2021","PP","CU_GroenLinks",1,1,1
"3801","De Telegraaf","5-2-2021","PP","PVV_D66",1,1,1
"3802","De Telegraaf","5-2-2021","PP","PVV_GroenLinks",1,1,1
"3803","De Telegraaf","5-2-2021","PP","PvdA_D66",1,1,1
"3804","De Telegraaf","5-2-2021","PP","PvdA_GroenLinks",1,1,1
"3805","De Telegraaf","5-2-2021","PP","SP_D66",1,1,1
"3806","De Telegraaf","5-2-2021","PP","SP_GroenLinks",1,1,1
"3807","De Telegraaf","6-3-2021","PP","GroenLinks_GroenLinks",1,1,1
"3808","De Telegraaf","6-3-2021","PP","GroenLinks_PvdA",1,1,1
"3809","De Telegraaf","8-3-2021","PP","CDA_CDA",0,0,2
"3810","De Telegraaf","8-3-2021","PP","CDA_VVD",1,1,1
"3811","De Telegraaf","8-3-2021","PP","PVV_PVV",1,1,1
"3812","De Telegraaf","8-3-2021","PP","PVV_VVD",-1,-1,1
"3813","De Telegraaf","8-3-2021","PP","VVD_PVV",-1,-1,1
"3814","De Telegraaf","9-2-2021","PP","CDA_CDA",0,0,2
"3815","De Telegraaf","9-2-2021","PP","CDA_GroenLinks",-2,-1,2
"3816","De Telegraaf","9-3-2021","PP","CDA_GroenLinks",-1,-1,1
"3817","De Telegraaf","9-3-2021","PP","D66_GroenLinks",-1,-1,1
"3818","De Telegraaf","9-3-2021","PP","VVD_GroenLinks",-1,-1,1
"3819","De Volkskrant","1-2-2021","PP","CDA_CU",1,1,1
"3820","De Volkskrant","1-2-2021","PP","CU_CDA",1,1,1
"3821","De Volkskrant","1-2-2021","PP","CU_D66",1,1,1
"3822","De Volkskrant","1-2-2021","PP","CU_VVD",1,1,1
"3823","De Volkskrant","1-2-2021","PP","D66_CU",1,1,1
"3824","De Volkskrant","1-2-2021","PP","VVD_CU",1,1,1
"3825","De Volkskrant","1-3-2021","PP","FvD_FvD",1,1,1
"3826","De Volkskrant","10-2-2021","PP","PvdD_D66",-1,-1,1
"3827","De Volkskrant","10-3-2021","PP","GroenLinks_VVD",-0.25,-1,0.25
"3828","De Volkskrant","10-3-2021","PP","PVV_VVD",0,0,1
"3829","De Volkskrant","10-3-2021","PP","PvdA_VVD",-0.25,-1,0.25
"3830","De Volkskrant","10-3-2021","PP","PvdD_VVD",-0.25,-1,0.25
"3831","De Volkskrant","10-3-2021","PP","SP_VVD",-0.25,-1,0.25
"3832","De Volkskrant","10-3-2021","PP","VVD_VVD",0,0,2
"3833","De Volkskrant","11-3-2021","PP","CDA_PvdA",-1,-1,1
"3834","De Volkskrant","11-3-2021","PP","CDA_VVD",-1,-0.5,2
"3835","De Volkskrant","11-3-2021","PP","PVV_VVD",0,0,2
"3836","De Volkskrant","11-3-2021","PP","VVD_PVV",0,0,1
"3837","De Volkskrant","11-3-2021","PP","VVD_VVD",4,1,4
"3838","De Volkskrant","12-2-2021","PP","PvdA_GroenLinks",0.25,0.5,0.5
"3839","De Volkskrant","12-2-2021","PP","PvdA_PvdA",0.25,0.5,0.5
"3840","De Volkskrant","12-2-2021","PP","PvdA_PvdD",0.25,0.5,0.5
"3841","De Volkskrant","12-2-2021","PP","PvdA_SP",0.25,0.5,0.5
"3842","De Volkskrant","12-2-2021","PP","VVD_FvD",-1,-1,1
"3843","De Volkskrant","12-3-2021","PP","CDA_CDA",-2,-1,2
"3844","De Volkskrant","12-3-2021","PP","CDA_FvD",2,0.285714285714286,7
"3845","De Volkskrant","12-3-2021","PP","CDA_PVV",-1,-1,1
"3846","De Volkskrant","12-3-2021","PP","GroenLinks_VVD",-1,-1,1
"3847","De Volkskrant","12-3-2021","PP","VVD_GroenLinks",-1,-1,1
"3848","De Volkskrant","13-2-2021","PP","VVD_PVV",0,0,2
"3849","De Volkskrant","13-3-2021","PP","D66_PvdA",0,0,1
"3850","De Volkskrant","13-3-2021","PP","PVV_VVD",1,1,1
"3851","De Volkskrant","13-3-2021","PP","PvdA_PvdA",0,0,1
"3852","De Volkskrant","13-3-2021","PP","VVD_CDA",-1,-1,1
"3853","De Volkskrant","13-3-2021","PP","VVD_D66",-1,-1,1
"3854","De Volkskrant","13-3-2021","PP","VVD_PVV",-1,-1,1
"3855","De Volkskrant","15-3-2021","PP","CDA_CDA",-1,-1,1
"3856","De Volkskrant","15-3-2021","PP","CDA_PvdA",-1,-1,1
"3857","De Volkskrant","15-3-2021","PP","CDA_VVD",1,1,1
"3858","De Volkskrant","16-3-2021","PP","CDA_VVD",0,0,1
"3859","De Volkskrant","16-3-2021","PP","FvD_CDA",0,0,1
"3860","De Volkskrant","16-3-2021","PP","GroenLinks_D66",-3,-1,3
"3861","De Volkskrant","16-3-2021","PP","VVD_D66",0,0,1
"3862","De Volkskrant","18-2-2021","PP","PvdA_GroenLinks",0.25,1,0.25
"3863","De Volkskrant","18-2-2021","PP","PvdA_PvdA",0.25,1,0.25
"3864","De Volkskrant","18-2-2021","PP","PvdA_PvdD",0.25,1,0.25
"3865","De Volkskrant","18-2-2021","PP","PvdA_SP",0.25,1,0.25
"3866","De Volkskrant","19-2-2021","PP","D66_D66",2,1,2
"3867","De Volkskrant","19-2-2021","PP","D66_GroenLinks",-2,-1,2
"3868","De Volkskrant","19-2-2021","PP","D66_PvdA",-2,-1,2
"3869","De Volkskrant","19-2-2021","PP","GroenLinks_D66",-2,-1,2
"3870","De Volkskrant","19-2-2021","PP","GroenLinks_PvdA",-2,-1,2
"3871","De Volkskrant","19-2-2021","PP","PvdA_D66",-4,-1,4
"3872","De Volkskrant","19-2-2021","PP","PvdA_GroenLinks",-2,-1,2
"3873","De Volkskrant","2-2-2021","PP","GroenLinks_GroenLinks",0.25,1,0.25
"3874","De Volkskrant","2-2-2021","PP","GroenLinks_PvdA",0.25,1,0.25
"3875","De Volkskrant","2-2-2021","PP","GroenLinks_PvdD",0.25,1,0.25
"3876","De Volkskrant","2-2-2021","PP","GroenLinks_SP",0.25,1,0.25
"3877","De Volkskrant","22-2-2021","PP","D66_GroenLinks",-2,-1,2
"3878","De Volkskrant","22-2-2021","PP","GroenLinks_D66",2,1,2
"3879","De Volkskrant","22-2-2021","PP","GroenLinks_PvdA",2,0.5,4
"3880","De Volkskrant","22-2-2021","PP","GroenLinks_SP",2,1,2
"3881","De Volkskrant","22-2-2021","PP","PvdA_GroenLinks",0,0,4
"3882","De Volkskrant","22-2-2021","PP","SP_GroenLinks",-2,-1,2
"3883","De Volkskrant","23-2-2021","PP","SP_SP",2,1,2
"3884","De Volkskrant","25-2-2021","PP","CDA_VVD",-1,-1,1
"3885","De Volkskrant","25-2-2021","PP","VVD_VVD",-1,-1,1
"3886","De Volkskrant","26-2-2021","PP","CDA_CU",1,1,1
"3887","De Volkskrant","26-2-2021","PP","CDA_D66",1,1,1
"3888","De Volkskrant","26-2-2021","PP","DENK_CU",1,1,1
"3889","De Volkskrant","26-2-2021","PP","DENK_D66",1,1,1
"3890","De Volkskrant","26-2-2021","PP","FvD_FvD",-1,-1,1
"3891","De Volkskrant","26-2-2021","PP","GroenLinks_CU",1,1,1
"3892","De Volkskrant","26-2-2021","PP","GroenLinks_D66",1,1,1
"3893","De Volkskrant","26-2-2021","PP","PvdA_CU",1,1,1
"3894","De Volkskrant","26-2-2021","PP","PvdA_D66",1,1,1
"3895","De Volkskrant","26-2-2021","PP","SP_CU",1,1,1
"3896","De Volkskrant","26-2-2021","PP","SP_D66",1,1,1
"3897","De Volkskrant","27-2-2021","PP","FvD_VVD",-1,-1,1
"3898","De Volkskrant","27-2-2021","PP","SP_VVD",-1,-1,1
"3899","De Volkskrant","3-2-2021","PP","CDA_VVD",1,1,1
"3900","De Volkskrant","3-2-2021","PP","CU_D66",1,1,1
